PFI,EZI_ADD,SRC_VERIF,PROPSTATUS,GCODEFEAT,LOC_DESC,BLGUNTTYP,HSAUNITID,BUNIT_PRE1,BUNIT_ID1,BUNIT_SUF1,BUNIT_PRE2,BUNIT_ID2,BUNIT_SUF2,FLOOR_TYPE,FLOOR_NO_1,FLOOR_NO_2,BUILDING,COMPLEX,HSE_PREF1,HSE_NUM1,HSE_SUF1,HSE_PREF2,HSE_NUM2,HSE_SUF2,DISP_NUM1,ROAD_NAME,ROAD_TYPE,RD_SUF,LOCALITY,STATE,POSTCODE,ACCESSTYPE,x,y
425787385,690 ELIZABETH STREET MELBOURNE 3000,2017-04-12,A,V,,,,,,,,,,,,,,,,690.0,,,,,,ELIZABETH,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787482,201/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,201.0,,,,,L,2.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
203606839,909A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,909.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203606881,802A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,802.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
425787483,202/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,202.0,,,,,L,2.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
203607045,311A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,311.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
54165264,202/668 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,202.0,,,,,,,,,,,668.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96415962900005,-37.800910992999945
54165292,411/668 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,411.0,,,,,,,,,,,668.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96415962900005,-37.800910992999945
54165297,504/668 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,504.0,,,,,,,,,,,668.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96415962900005,-37.800910992999945
54165306,601/668 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,601.0,,,,,,,,,,,668.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96415962900005,-37.800910992999945
54709433,920/668 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,CARS,,,920.0,,,,,,,,,,,668.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96415962900005,-37.800910992999945
54165316,611/668 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,611.0,,,,,,,,,,,668.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96415962900005,-37.800910992999945
203606843,907A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,907.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203606943,603B/640 SWANSTON STREET CARLTON 3053,2005-05-20,A,V,,UNIT,,,603.0,B,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96444262700004,-37.80192075699995
203607032,403B/640 SWANSTON STREET CARLTON 3053,2005-05-20,A,V,,UNIT,,,403.0,B,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96444262700004,-37.80192075699995
203606848,905A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,905.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203607060,306A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,306.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
214857698,185 PELHAM STREET CARLTON 3053,2010-04-16,A,V,,,,,,,,,,,,,,,,185.0,,,,,,PELHAM,STREET,,CARLTON,VIC,3053,L,144.95976271900008,-37.802238572999954
54165326,709/668 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,709.0,,,,,,,,,,,668.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96415962900005,-37.800910992999945
52081179,18/650 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,18.0,,,,,,,,,,,650.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96409641800005,-37.80128438699995
425787432,23C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,23.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787498,308/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,308.0,,,,,L,3.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787438,26C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,26.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787507,408/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,408.0,,,,,L,4.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
203607092,208A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,208.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
425787532,706/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,706.0,,,,,L,7.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787542,807/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,807.0,,,,,L,8.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787547,904/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,904.0,,,,,L,9.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787440,27C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,27.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
50792639,LYGON STREET CARLTON NORTH 3054,2015-02-10,A,V,,,,,,,,,,,,,MELBOURNE GENERAL CEMETERY,,,,,,,,,LYGON,STREET,,CARLTON NORTH,VIC,3054,L,144.9632610100001,-37.79196511299995
425787442,28C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,28.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787446,30C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,30.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
50715163,676 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,,,,,,,,,,,,,,,676.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96419378000007,-37.800724740999954
452523318,1104/18 LINCOLN SQUARE N CARLTON 3053,2021-12-21,A,V,,UNIT,,,1104.0,,,,,L,11.0,,,,,18.0,,,,,,LINCOLN,SQUARE,N,CARLTON,VIC,3053,L,144.9630396870001,-37.801474895999945
452523321,1201/18 LINCOLN SQUARE N CARLTON 3053,2021-12-21,A,V,,UNIT,,,1201.0,,,,,L,12.0,,,,,18.0,,,,,,LINCOLN,SQUARE,N,CARLTON,VIC,3053,L,144.9630396870001,-37.801474895999945
425787448,31C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,31.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
452523324,1202/18 LINCOLN SQUARE N CARLTON 3053,2021-12-21,A,V,,UNIT,,,1202.0,,,,,L,12.0,,,,,18.0,,,,,,LINCOLN,SQUARE,N,CARLTON,VIC,3053,L,144.9630396870001,-37.801474895999945
203607364,111A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,111.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203607372,110A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,110.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203607412,106A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,106.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203607415,105A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,105.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203607418,104A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,104.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203607431,101A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,101.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203607434,1012A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,1012.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203607438,1010A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,1010.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203607441,1009A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,1009.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203607445,1007A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,1007.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
207579911,705/223 BERKELEY STREET MELBOURNE 3000,2009-01-19,A,V,,UNIT,,,705.0,,,,,L,7.0,,,,,223.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.9585548980001,-37.80024641899996
207579921,708/223 BERKELEY STREET MELBOURNE 3000,2009-01-19,A,V,,UNIT,,,708.0,,,,,L,7.0,,,,,223.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.9585548980001,-37.80024641899996
54165278,309/668 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,309.0,,,,,,,,,,,668.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96415962900005,-37.800910992999945
452523342,206/18 LINCOLN SQUARE N CARLTON 3053,2021-12-21,A,V,,UNIT,,,206.0,,,,,L,2.0,,,,,18.0,,,,,,LINCOLN,SQUARE,N,CARLTON,VIC,3053,L,144.9630396870001,-37.801474895999945
452523345,303/18 LINCOLN SQUARE N CARLTON 3053,2021-12-21,A,V,,UNIT,,,303.0,,,,,L,3.0,,,,,18.0,,,,,,LINCOLN,SQUARE,N,CARLTON,VIC,3053,L,144.9630396870001,-37.801474895999945
203607051,308B/640 SWANSTON STREET CARLTON 3053,2005-05-20,A,V,,UNIT,,,308.0,B,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96444262700004,-37.80192075699995
452523351,404/18 LINCOLN SQUARE N CARLTON 3053,2021-12-21,A,V,,UNIT,,,404.0,,,,,L,4.0,,,,,18.0,,,,,,LINCOLN,SQUARE,N,CARLTON,VIC,3053,L,144.9630396870001,-37.801474895999945
452523354,406/18 LINCOLN SQUARE N CARLTON 3053,2021-12-21,A,V,,UNIT,,,406.0,,,,,L,4.0,,,,,18.0,,,,,,LINCOLN,SQUARE,N,CARLTON,VIC,3053,L,144.9630396870001,-37.801474895999945
452523357,503/18 LINCOLN SQUARE N CARLTON 3053,2021-12-21,A,V,,UNIT,,,503.0,,,,,L,5.0,,,,,18.0,,,,,,LINCOLN,SQUARE,N,CARLTON,VIC,3053,L,144.9630396870001,-37.801474895999945
425787495,305/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,305.0,,,,,L,3.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787496,306/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,306.0,,,,,L,3.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
422335965,771 SWANSTON STREET PARKVILLE 3052,2024-12-16,A,V,,,,,,,,,,,,,FRANK TATE BUILDING 189,,,771.0,,,,,,SWANSTON,STREET,,PARKVILLE,VIC,3052,L,144.96329918600009,-37.799388283999974
215936918,720 SWANSTON STREET CARLTON 3053,2013-03-15,A,V,PART,,,,,,,,,L,2.0,4.0,,,,720.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96442854200006,-37.79930018099998
422335968,783 SWANSTON STREET PARKVILLE 3052,2024-12-16,A,V,,,,,,,,,,,,,SIDNEY MYER ASIA CENTRE BUILDING 158,,,783.0,,,,,,SWANSTON,STREET,,PARKVILLE,VIC,3052,L,144.96393198700002,-37.798864942999955
422336017,24 WILSON AVENUE PARKVILLE 3052,2024-12-16,A,V,,,,,,,,,,,,,WALTER BOAS BUILDING 163,,,24.0,,,,,,WILSON,AVENUE,,PARKVILLE,VIC,3052,L,144.96179681900003,-37.798541796999984
422336005,270 GRATTAN STREET PARKVILLE 3052,2024-12-16,A,V,,,,,,,,,,,,,MEDICAL BUILDING 181,,,270.0,,,,,,GRATTAN,STREET,,PARKVILLE,VIC,3052,L,144.95873117700012,-37.79945643299993
50716192,165 BERKELEY STREET MELBOURNE 3000,2009-01-19,A,V,,,,,,,,,,,,,,,,165.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95832110600008,-37.801552465999976
425787497,307/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,307.0,,,,,L,3.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
53267043,9/650 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,9.0,,,,,,,,,,,650.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96409641800005,-37.80128438699995
425787499,309/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,309.0,,,,,L,3.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787500,401/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,401.0,,,,,L,4.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787501,402/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,402.0,,,,,L,4.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787503,404/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,404.0,,,,,L,4.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
